,bodyId,type,pre,post,size
16264,854680421,LHAV1a3,139,322,418916282
17768,914026662,LHAV1a4,172,187,330800474
18275,925003837,LC10,112,147,253930235
96520,5813082979,,19,13,8367354
88879,5812991467,,34,10,23626711
77533,2403491206,,8,1,8131963
6981,512225324,,7,4,8406787
88428,5812987684,ExR7,822,2886,1478126146
2788,333177764,,37,110,21963045
22833,1133269111,,155,121,92461441
33429,1440917022,,10,5,8474227
17976,916723772,,0,0,41381471
61664,2064645252,,4,2,2273257
84095,2553752564,,4,8,2284211
52993,1885959794,,3,10,3070108
64025,2120835399,,20,8,38151215
85613,2621416808,,7,0,6855149
16861,881696475,LHPV6f2_a,85,171,265440974
12266,695469100,SMP216,98,407,524305712
66669,2186086764,,18,5,6496241
3337,361148406,,8,7,12492737
93134,5813025803,,6,27,34375602
62890,2091989334,,56,79,39486734
7255,516667930,,5,4,5068162
40649,1636225564,ORN_DC1,170,267,148786733
13773,756420720,,0,0,108949027
69289,2247193033,,37,57,27151058
23717,1163570493,FB5V,273,1224,450487949
83392,2527237211,,8,21,12223642
9763,580736603,,4,70,11145716
82311,2496630009,,0,61,15799065
52668,1881176746,,5,4,2451038
67267,2196546784,,6,34,4407898
44129,1717756410,,91,65,125189569
18771,948376859,FB6L,112,972,315082393
62210,2072859643,,0,0,93406336
67622,2213106298,,40,27,31123753
95785,5813067693,,151,327,73358839
90103,5813001172,,42,27,22039551
71168,2281238149,,24,16,10810884
85202,2593446721,,2,3,3961640
9187,569775058,PEN_b(PEN2),336,1582,777549043
28601,1291845900,hDeltaJ,198,835,517086434
75799,2372382782,,13,13,8386886
60450,2037698589,,10,33,9796837
12085,677302979,,0,0,234878431
77923,2406265696,,2,3,3694870
95496,5813061110,WED092,535,681,937421003
76629,2379993044,,12,139,36491627
75416,2369291862,,6,18,10387143
96210,5813077659,,19,8,19061833
34525,1469595189,,31,36,24447998
26717,1249443550,vDeltaL,35,291,141352779
91099,5813007248,,71,10,45120111
15257,816613438,KCa'b'-ap1,231,558,375502650
69399,2248191328,,9,5,4464351
6016,478928628,SLP184,390,426,1041323233
92852,5813023666,,558,160,352849032
16183,852747146,CL090_b,215,530,510761757
4451,395605946,,10,19,4922457
40374,1629050586,CL215,246,600,689893212
54192,1909501109,,22,54,20644522
96361,5813078486,,6,6,12223242
76447,2377549630,,27,18,30178981
79005,2433156855,,37,23,52427513
29344,1317393559,PS008_a,61,106,206575157
92204,5813017846,,40,36,20631008
86023,2651109111,,0,12,1101152
12557,702730227,SMP270,110,267,252014706
70419,2274096495,,7,8,3408054
12610,703866010,SMP143,1690,2240,1902489195
37490,1544576354,,3,3,3677368
12691,705018574,,58,35,151481321
45688,1748869461,,30,17,20269023
73682,2337699359,,27,21,18475853
72563,2311271748,,7,16,5992993
53290,1889689480,,4,22,4072155
42729,1687499072,,37,30,21612860
79042,2433399117,,12,28,9628960
53944,1906535339,WED019,319,684,437428531
55179,1931827637,PS044,249,607,424778318
93631,5813034332,,35,27,22477116
48670,1809160562,,248,93,247017637
22088,1102925484,,0,12,1825101
80527,2463104003,,21,11,5977181
12772,706283812,,87,37,63851925
40086,1625330222,,700,237,627620840
90649,5813004594,,50,86,66176674
2298,328744424,,4,3,3792184
28153,1284657924,IB090,154,288,130598275
9548,577723205,,5,5,2962432
75947,2373413738,,0,0,93160372
88082,5812982521,KCab-c,168,473,217502174
42140,1670756980,,10,85,25660702
71611,2287716972,,6,20,7871120
21147,1066831365,,57,90,62523714
86018,2650776631,,9,11,20607853
65955,2164263380,,0,0,46689906
76526,2378456285,,3,0,2870810
89305,5812994881,,4,88,275125263
5854,456187010,LHAD1b1_b,201,634,474306735
48403,1797146269,,14,18,5121615
82177,2495516146,,4,5,5692935
52574,1879446043,,121,39,64540755
76998,2399250928,,0,2,15371667
83330,2526309140,,0,28,4995707
40243,1627108132,,5,1,5348904
64023,2120770637,,117,272,379365037
20347,1016835041,MBON09,1291,20281,2083130629
89674,5812997895,LLPC2a,97,32,121489335
30179,1346757689,,0,31,3664450
43658,1702021471,,4,7,24688692
14486,784895866,KCg-m,275,835,377317772
3416,361825416,,457,492,585212507
70146,2258611672,ORN_VM1,43,47,28268734
97647,5901214842,,105,177,181612040
86689,2710450330,,5,48,26995088
43847,1713901416,,0,20,8819987
14336,767502579,KCab-c,167,453,234889244
17820,915277883,hDeltaK,348,1151,855208957
23538,1160069551,,4,195,156081613
82260,2496193647,,9,6,8571235
21700,1077847238,PAM11,226,1325,551823489
91520,5813009207,,12,1,14662191
73488,2335485069,,0,45,7271445
16064,850212121,,1,19,13062282
78811,2431684206,,3,11,2161047
31891,1404778669,,25,33,21516911
37439,1542193859,,3,6,3252296
77562,2403718694,,2,2,2224728
24969,1196708194,,6,1,2819659
31184,1378090884,,53,187,97133841
11725,670914976,mAL4,123,180,409794668
48694,1809269139,,33,52,25452825
1176,295482551,SLP173,140,452,475141180
62011,2070480746,,0,0,35878057
60344,2035651826,,4,10,4245544
8965,550426732,CRE107,1079,3948,2914412525
34406,1468532969,,13,28,15547218
39594,1604788947,,94,245,151680649
55555,1936754016,,19,18,15388488
67417,2209652579,,0,1,55417899
86684,2710130940,,0,10,11461588
6995,512325996,,53,48,93807303
38786,1591165201,PS290,79,46,96358725
23870,1166352004,,4,4,4005659
6192,481541044,,13,15,29010252
28487,1289380259,vDeltaL,38,334,147029493
30256,1347462373,,4,1,1063471
69622,2250224474,,3,8,1849977
73262,2318751967,,6,30,10883820
51439,1856634615,,3,7,3449000
53353,1890397319,,4,2,1089785
95410,5813058431,aMe12,557,180,878804710
41133,1655034500,,39,17,31397750
74317,2342827768,,23,13,23048396
36635,1529630300,,128,272,150703866
38496,1572645601,,756,722,831736926
82305,2496564534,,27,10,11406294
65779,2159609926,,195,114,488305110
62135,2072186104,,0,0,98786442
25134,1199625952,ER3w_b,308,1042,688664664
84966,2586652161,,1,96,56153106
32111,1407485557,,5,2,3190276
4549,418585726,SLP095,93,309,285251863
76840,2397386266,,1,61,35959966
94164,5813040711,,88,161,481214325
88084,5812982530,KCg-m,260,788,394185735
23745,1163967622,,27,14,11816630
842,270089295,,11,20,8193396
21854,1098928012,WEDPN10B,364,615,967437435
33475,1441603519,,23,125,43281526
19614,985610195,,2,8,3598914
63619,2104810670,,1,10,1457420
14311,767123688,CL326,633,1515,1724218251
48811,1810611423,,29,21,13555315
23337,1142266328,LC10,64,165,219333202
15279,817134878,,8,56,23550298
16672,863504548,,22,51,52145666
38727,1590328241,,38,26,30407582
8588,548371359,,3,0,1647000
73129,2316899567,,4,78,11956689
33114,1436815200,,31,37,20041918
76445,2377434172,,2,2,1081453
29507,1320273763,LC16,119,166,221990150
22023,1101807124,vDeltaJ,85,550,217043055
75957,2373659643,,21,26,25804595
92515,5813021289,KCg-m,226,857,379499098
89229,5812994149,PFNp_c,122,627,293427757
62445,2076106014,,3,8,3031314
16307,856408517,LHAV4c1_a,139,412,344974972
54635,1916666234,,0,0,44803133
20225,1013913101,,1,119,31974387
6234,481885593,,0,34,12367933
70110,2257717696,,0,0,110570316
47884,1788771423,,13,13,30765528
34417,1468782618,,225,1648,788943377
42683,1687054079,,145,126,189274014
48189,1793882050,,3,10,2297412
80250,2461027492,,3,27,5402614
13563,737266434,,59,227,198400905
21981,1100900138,LT84,459,667,1463703255
32847,1420440441,,3,7,2386199
79368,2435410964,,2,2,4167064
13439,735618743,,12,15,6226017
9994,601047827,KCg-m,233,801,338413753
10054,603167111,PS166,960,4886,2949297802
9051,551086718,,3,8,3800973
80502,2463060082,,13,13,13191957
8558,548049064,,91,180,104735612
68932,2243092984,,65,50,24949777
27756,1266565245,,143,324,86137061
23771,1164597572,PFNp_b,50,140,113308724
65168,2151386139,,43,47,32466301
72560,2311270766,,2,3,1275489
32834,1420418679,,48,113,25456072
11820,672840327,,12,86,38673428
65622,2157136709,,34,53,22563298
35083,1480735848,,31,75,19369056
70082,2257023068,,3,2,1686740
83403,2527336110,,1,19,1142777
48292,1795566095,,30,113,38038866
4941,423217485,,2,4,4046094
68245,2219884983,,23,66,27137969
12769,706279208,,125,114,144296107
68532,2225539166,,1,39,31836040
5603,453031248,LHAV7a7,132,596,326066618
91408,5813008622,,4,8,11882876
52658,1880852626,,0,1,863429039
22389,1109568718,PAM11,219,706,339562986
67198,2194953349,,3,2,2778162
75075,2364792279,,0,0,48297951
86847,2716266000,,2,1,713940
12806,706629196,,9,10,8848788
43643,1701796521,,174,557,102399356
51583,1858676330,,13,48,12850630
6804,508473809,,0,0,121853467
66626,2185460406,,63,93,73703651
56139,1947468557,AVLP381,300,565,602339520
50506,1843343137,,23,15,23641372
8589,548371409,,4,10,5901394
94359,5813044867,,27,21,14734102
30452,1350514626,,3,535,900922848
61747,2065668453,,10,5,5972757
4939,423213829,,4,1,4355812
49091,1813727537,LC29,85,128,221060436
67077,2192565632,,0,16,4365973
65042,2149663395,,34,23,37038652
82982,2522747125,,21,25,8155210
29651,1323247064,,0,0,88656330
50412,1842090637,LLPC1,113,64,128538457
62604,2087879100,,3,87,26260512
66444,2183366227,,1,45,9537445
78566,2429591371,,46,44,29988487
61634,2064040742,LC27,97,206,148129874
36141,1508084117,,3,17,5262576
1738,301128261,,58,143,33298389
5716,454589527,,3,6,3604720
97210,5901196520,,41,16,41986120
8514,547694056,,4,3,2266866
92301,5813019162,,11,136,71567923
20627,1039491764,,33,113,69027907
63317,2099090558,,9,25,11574320
54864,1919705882,,35,51,23427667
64540,2129240697,SAD021_b,206,476,409767770
30681,1356319994,,173,269,146839086
82935,2522363798,,5,12,3604045
15368,819138239,PFNd,178,928,365427761
52569,1879165918,MC64,54,55,62560194
67372,2199961255,,8,14,3927123
96023,5813069767,,1114,1103,2477238015
74395,2343363573,,21,19,16709662
59368,2012797860,,6,37,7120542
71959,2305503236,,0,10,511291
12330,697429943,,0,11,4370168
43471,1700406697,,139,454,82540252
55002,1920944950,ORN_VA6,47,57,24385054
38556,1574160129,ORN_DA1,43,54,56868053
10550,612652688,SIP042_a,85,567,262939251
32756,1420060568,,39,101,22210014
77278,2401708142,,34,28,15787167
67738,2214733808,,5,9,3753986
58684,2001948786,,25,26,18910878
45811,1749893057,,9,2,3948656
8764,549269622,SMP564,231,482,419904482
74008,2340631274,,1,13,4367604
30479,1350924364,PLP158,106,533,337817101
20847,1043510077,,56,20,88694955
33786,1448824589,,142,71,135031573
78935,2432707244,,4,3,967753
5779,455500416,PAL02,1035,3140,1244865070
64181,2123028325,,20,45,16186576
45131,1733479243,,16,15,38846210
63351,2099803268,,8,2,57762212
28331,1286859512,,103,138,159392161
18937,953210984,,165,225,160785493
7677,541347811,SMP029,260,1813,665511625
71563,2286694030,,46,55,31805312
45860,1750569872,,0,16,5937762
26970,1253019218,,16,9,11212160
68644,2228242016,ORN_VM4,25,15,22436522
76546,2378792688,,6,1,2701402
55436,1935126292,LC20,169,408,214514091
60171,2033299174,,10,3,4170835
95713,5813065597,,41,55,35115929
14784,791457874,,257,457,683101591
20130,1011533803,,0,0,14152248
17425,892959608,LC10,220,421,326267156
97485,5901206404,,52,55,75172036
12423,699203489,LHPV5c1_d,186,338,358160184
41282,1656523777,aMe5,104,109,118097745
72625,2311788948,,18,0,27728699
80022,2458411813,,18,6,17144662
47169,1779550623,,1,18,3481127
70651,2276518546,,30,138,30253430
16409,859083707,,8,5,5847831
90364,5813002840,,8,14,9743840
16234,853963624,,784,243,538142455
82551,2500613937,,0,0,18705284
15824,830435769,,10,19,4857780
51276,1853556949,,5,8,2862691
11943,674541239,,98,249,155164765
9991,600965298,,7,34,153105728
70163,2258961293,,9,34,6594943
36921,1533040541,MC64,38,52,66242173
47164,1779516126,,4,13,8332547
102,204272008,,26,19,26328507
16736,879450931,hDeltaC,247,1777,584972327
63962,2119694934,,3,6,35156478
77637,2404353885,,33,29,20124755
48635,1808767510,,160,48,109928556
97030,5813133142,vDeltaC,110,670,303410754
41071,1654400254,,15,11,16495396
54369,1912190940,,18,46,20782153
7777,543251883,,13,13,14349321
50381,1841677068,,85,87,78551695
3395,361640697,SLP261,259,682,854728601
6241,481941922,LHAV5a2_a,65,99,198068247
7663,541119189,PFNa,118,645,347051058
30321,1348165209,,33,65,49017645
77047,2399674046,,16,13,7126013
39525,1602548825,,0,12,2536754
31199,1378182447,Li20,137,322,309992703
74369,2343307702,,1,11,4352631
13884,759153610,,12,24,12466484
85652,2622405344,,13,7,22774142
83405,2527535084,,3,0,1599651
64891,2138223685,ORN_VA2,19,19,14562658
74448,2343829255,,94,15,81421081
84380,2559376882,,2,43,12462476
92069,5813015914,,10,10,248003807
90341,5813002697,,5,2,10597708
84639,2564506219,,32,20,33111394
25350,1202811421,,176,456,94379864
64039,2120982517,,26,152,210609068
49051,1813321621,,0,18,2351190
37008,1534288046,,34,574,243094397
31753,1390082926,,2,5,1313754
14930,795645335,,9,20,8139518
23813,1165331641,,4,34,13582219
14424,769018494,PAM13,184,490,249887631
95183,5813056383,KCg-m,236,685,237694740
70924,2279221615,,4,5,6049260
58487,1998892548,,46,58,44874711
39432,1600161928,,0,47,15786375
19582,984746802,KCab-m,190,515,227942299
53690,1903404812,,47,49,21695836
12136,693379563,,0,0,103996314
14882,794225197,CL249,100,992,1068908421
89478,5812996310,,0,86,37412171
73082,2316372864,,13,0,17867477
54379,1912220672,,3,3,1338502
72587,2311457073,,0,51,11908094
93112,5813025714,,14,28,8331742
67457,2210981992,,7,7,7920248
74812,2347616106,,0,19,1878770
66366,2182076206,,86,89,87642808
54389,1912306658,AVLP140,125,396,414782631
27953,1282322860,,39,55,18406986
75954,2373521637,,3,0,1763614
87672,5812980220,KCab-c,155,402,263488100
60078,2032236740,,5,2,2751559
14296,766998635,,100,126,78728275
28839,1299020032,,5,62,6914299
82231,2496107225,,11,9,11883171
41841,1667264461,ORN_DC2,176,261,156892853
40261,1627277351,PS021,227,776,348578710
23320,1141692008,PAM08_a,202,1126,370793520
61904,2068966051,,105,1719,321470588
65291,2152763162,,3,9,41998508
91570,5813009598,,0,36,95944479
80472,2462724806,,7,25,8599471
72447,2310429189,,8,3,7464751
70800,2278038022,,8,16,12576930
81753,2492364698,,5,2,2755625
265,206318317,,38,81,69975910
505,239736232,,28,88,12882209
72033,2306521514,,17,69,32464718
79269,2434771871,,2,12,3870438
87573,5812979558,PAM01_b,173,906,240183413
45249,1735041965,ORN_DA1,77,101,80613706
2783,333177535,,0,19,197863
66352,2182006604,,22,8,16431605
5718,454589701,,78,80,49819119
46367,1756376387,,9,7,12187472
15692,827889434,CRE020,150,734,352855925
53321,1890052079,,4,5,1761080
34401,1468531938,,64,57,34990707
14170,764955810,,38,18,15042270
91200,5813007687,,11,5,14177376
94664,5813047829,,40,12,37105262
76049,2374100361,,0,6,280809952
62662,2088954548,,31,33,15764579
51721,1860225662,,8,22,6098198
10955,638057879,,17,142,155206991
86985,2740820965,,0,12,1031945
56676,1963043677,,2,3,1927722
65639,2157460261,,36,41,23798669
54107,1908155110,,47,26,33975727
39090,1594743363,,20,172,57728776
44210,1718516774,,6,16,11246055
13179,730475736,,117,300,263776120
16499,860607455,KCab-c,158,452,222156834
45220,1734713691,ORN_DA3,44,68,25262891
55075,1921644205,,5,8,4338026
20962,1046657600,,4,6,2425294
38497,1572701493,LAL065,114,287,204304774
70536,2275439349,,56,177,103755536
12579,703179848,SMP148,540,2816,1240925488
13093,728991288,ATL012,635,1249,1078867526
67205,2194979119,,0,0,43661485
36987,1534012511,LC12,162,141,242135877
50866,1847401480,,0,76,20393397
76282,2375849120,,74,85,54150502
94761,5813048880,LC10,123,314,287025393
75183,2366839092,,4,286,140223782
33869,1449766365,,12,14,8586108
15543,823063281,PLP144,1010,3627,2359711016
31287,1379541865,LC13,132,159,288437785
44207,1718516210,,4,5,1906280
35805,1501989053,,28,21,37898609
60988,2045204920,,0,22,4555961
82292,2496509901,,3,7,5144985
19764,1005174931,PLP127,273,465,1462965788
97122,5901193506,ORN_DM3,72,83,68685971
85629,2621779154,,2,4,1443538
43091,1692278031,LC10,45,49,53504033
89540,5812996992,,86,340,127161385
41635,1661902781,,3,5,2961721
76834,2397269135,,0,1,65049335
14737,790577606,LHPV4k1_b,113,253,272482454
52467,1877675397,,210,176,177573294
47413,1781946209,,48,22,29982883
82480,2498999437,,19,21,12115494
27697,1265230853,,149,384,86430038
72609,2311608385,,39,18,36309910
52859,1884211306,,8,7,30195555
17832,915481511,CL283,216,367,667918815
95708,5813065443,KCab-s,218,592,278196194
35960,1504328862,,0,19,5470546
88185,5812983124,,114,21,144023142
45273,1735076051,,3,31,2827847
22994,1136007471,,10,8,7772279
66465,2183699431,,2,4,3125342
88759,5812990537,PS224,54,511,301984777
3789,387512128,CL132,441,457,828735399
8768,549360458,,1,321,105257174
56386,1950641562,ORN_VM5d,57,89,36031362
34877,1475012565,,8,26,7058938
53391,1890954757,,4,21,5332578
74734,2346510018,SAD029,43,98,183673642
83180,2524607682,,7,2,4210993
94835,5813049966,OA-ASM1,557,852,2201898024
91927,5813013843,,205,293,176925186
63442,2101477489,,9,13,3969145
53359,1890578645,,3,35,5818258
70768,2277831398,,14,29,27997821
7863,543907986,,0,67,40779197
39292,1597779157,,5,0,2819077
80047,2458976233,,0,1,50202866
21691,1077773987,MC64,86,89,69363776
52125,1874018641,,9,2,4529830
33598,1443976827,,3,11,5231767
57116,1968811651,,0,31,7915597
82440,2498227540,,4,0,2368111
38530,1573547431,,261,831,496262771
24589,1189900141,,5,5,8436620
24040,1168724939,,76,27,71688562
93685,5813034670,SAD079,122,415,250712381
45035,1731640090,ORN_DC4,203,225,190605045
50211,1839923055,,5,1,3276297
17233,888745503,,2,8,3516555
1966,302492618,,36,87,18880574
90924,5813006150,,2,6,2286959
61155,2057379019,,4,29,17439781
46020,1752267003,,15,98,27203363
48832,1810891327,,1,219,26683101
87978,5812981872,,78,511,249366121
62762,2090222445,,6,0,2318580
86651,2708063142,,7,2,5888166
34400,1468531666,,2,4,2438247
4891,422622063,SMP042,578,2158,1684081137
67677,2213926756,,0,17,17623642
56589,1952648630,,5,3,2629365
37017,1534349089,,2,5,1561800
59828,2028542415,,7,8,9379835
20370,1018006036,,0,21,3418246
72301,2309202479,,5,34,6346784
6091,480581727,CL014,180,1112,638826760
15902,846616159,KCab-m,215,579,265039869
17799,915002181,,3,1,4693857
980,270779779,,41,93,23061441
53701,1903698101,,4,1,2397240
95041,5813055080,LPLC1,324,895,628124441
71247,2281920106,,13,12,9798009
78721,2430808808,,3,15,3663553
27871,1280971143,,74,68,58227227
63810,2116716347,,2,3,15676361
30970,1375086583,,44,24,28917709
55740,1939202267,,68,79,47993123
88142,5812982886,,35,26,61882174
95547,5813061591,PVLP053,95,414,470768859
82520,2499927796,,3,1,2331094
45769,1749551783,,6,3,2910530
34080,1451436385,,53,132,31832693
71171,2281241305,,13,8,8450186
3309,361040812,SMP081,972,5372,2499817938
9983,600689582,,2,13,112534079
23032,1136532582,,103,38,125617570
82182,2495554325,,2,7,2647840
79275,2434789159,,29,33,29326392
26557,1234528528,,190,365,95069461
26766,1250273320,,50,171,60578811
4492,415908516,KCg-m,235,748,344222918
85486,2616305396,,3,10,6022044
51889,1871605356,,3,24,8187685
45363,1745476087,,46,121,58673608
13765,756084765,,1,18,22465793
5346,450496666,,3,7,3146386
33271,1438550251,,32,31,18199522
34733,1472662984,,24,20,22396341
51735,1868726096,,0,0,229227289
65645,2157486004,,40,49,30082859
74467,2344007097,,2,3,1877628
12165,693837780,KCg-m,232,728,375346808
72850,2313641294,,34,31,27366045
54762,1918695551,,2,10,3740734
26840,1251619431,,0,0,90253894
67988,2217134854,,26,19,24855470
42063,1670287030,lLN2F_a,5870,19470,5691144460
39655,1605847231,,840,794,822664462
5019,424202719,,6,10,7429044
47741,1786371601,,0,37,7897818
16845,881527223,PFNd,305,1355,618600868
76455,2377618528,,11,3,8529429
63609,2104469627,,3,11,3086590
20797,1042703654,AVLP061,194,756,733635147
53713,1903724956,,43,20,20533519
23864,1166065551,,31,29,49651677
34363,1467987587,LC37b,278,521,557172845
62096,2071836343,,0,0,12770500
44307,1719595635,LPLC2,232,287,170634471
14468,770374368,,6,17,11465591
38440,1571371086,,180,109,136741011
30732,1358007840,,57,130,26948605
2437,329919036,aSP-g3A,250,554,720217641
33350,1439884691,,2,0,903673
81235,2468646683,,18,78,49447779
18189,922858220,,6,8,2802250
92974,5813024379,,50,21,49168392
62914,2092312674,,10,41,21358843
14277,766864238,FB2C,218,1895,507464057
45433,1746451602,,2,11,6475050
42728,1687495191,,61,72,73763282
9342,573626584,,13,3,8413732
58873,2004279745,,0,49,4329985
27593,1262105630,ER3m,246,949,590452474
56106,1946963473,,26,34,13888088
43483,1700432629,,0,27,3133080
30156,1346442491,,26,20,23988186
40346,1628611517,,166,66,208831022
58970,2006318089,,12,5,10521589
96706,5813092776,,4,0,2372324
44043,1716603983,,38,312,382946637
58007,1983687674,,2,1,281146
18176,922517344,,5,11,4802988
66009,2165175137,,21,30,12099039
65218,2152016499,,52,31,23747660
42253,1671952694,M_lvPNm24,903,1818,1660907097
17876,915696725,,0,16,3238309
63267,2097933070,,450,77,343589893
12382,698565676,Z_lvPNm1,180,184,295833230
4510,417186612,LHPD3a5,127,240,251460389
96615,5813088391,SLP094,80,330,326892153
26500,1233470705,,14,3,94935068
81206,2468301334,,62,54,37696704
47794,1787367944,,3,14,6699194
81523,2490296168,,0,0,73721432
77966,2406759134,,7,21,6556489
96101,5813075535,,76,57,109938758
90557,5813004037,,45,84,56252664
34371,1468152779,,44,39,91541717
64534,2129132049,,20,33,25042543
70923,2279217863,,2,7,779363
62774,2090275240,,27,16,15938963
75123,2365543471,,0,0,77200801
6843,509483745,,0,1,35864129
8257,546080131,SIP055,141,311,339499432
82329,2496836868,,0,14,1907388
9451,575534632,AOTU060,82,305,270634650
65880,2162567510,,54,74,51015177
79913,2441052281,,9,0,7630126
45789,1749620832,LC18,184,142,210671685
68066,2217847061,,44,65,40741057
47919,1789453172,,23,7,100950064
78833,2431801695,,79,154,169752918
12435,699397554,IB025,762,1988,1780092509
77249,2401630188,,18,6,12430881
68728,2229632158,ORN_VM3,18,30,26297606
80136,2460302489,,29,59,43016107
69752,2251566782,,8,29,11087301
95089,5813055662,,34,323,113822605
90114,5813001256,,1,16,3576911
17329,891595069,LC10,94,177,208674465
9296,572801466,,5,12,1056479651
23035,1136545839,FS4A,74,445,211172633
77863,2405787675,,20,9,9862026
52194,1874700904,,0,35,5097160
70137,2258279596,,7,14,4497603
27958,1282348408,LT51,786,2177,2028454518
572,262931553,,0,0,111683114
75522,2370301114,,6,0,2831690
36940,1533321776,,6,3,2717969
43980,1715895680,PVLP125,264,695,840011739
6313,482848220,,11,21,24410821
45845,1750267769,,54,67,36157796
43503,1700613524,ORN_DL1,29,40,40101105
70660,2276803865,,47,29,42023326
81640,2491660306,,2,3,1260545
45118,1733172549,,6,6,3745886
33199,1437838326,,11,6,4768286
24289,1172109152,,123,308,67967969
10645,613866451,,6,25,7062187
79342,2435159424,,24,9,29650417
42093,1670420876,,10,11,5934511
62760,2090110724,,52,18,36064720
2820,333190780,,28,104,15971515
30187,1346779617,,3,5,1271073
81287,2470010862,,11,49,20646016
5809,455811760,SIP045,97,532,309230491
12750,705943091,,54,44,43012109
64125,2122116909,,26,19,14163933
16301,856338646,,92,85,96731650
91682,5813010709,,13,33,22128152
39012,1593948891,,8,94,26167961
52738,1881876212,,5,4,11423648
71770,2302545710,,0,0,72180040
82527,2500049140,,2,20,12704333
44716,1725000015,,21,29,12487738
21977,1100883757,,5,2,2582422
39078,1594718235,,2,5,2335675
54759,1918687110,,2,3,524962
89236,5812994289,,151,601,136576001
44734,1725419675,,119,217,213385176
6177,481410841,SMP302,122,590,686368849
69516,2249209004,,31,23,14919372
57669,1979375805,,7,13,3996906
45402,1745851237,,42,34,27640807
78410,2427709319,,21,12,12553915
5354,450497356,,130,491,410791125
83906,2540965280,,0,0,70893607
96094,5813075202,,72,218,77111795
70961,2279541148,,7,26,11108245
39660,1605864107,ORN_DL3,56,51,50960869
35717,1500935105,,35,25,25622574
71941,2305313293,,0,12,755437
71808,2303063539,,0,0,31035208
76585,2379315606,,5,24,14219504
56476,1951409520,,18,90,14230938
27459,1260197510,LC33a,191,328,456971883
51019,1849122718,,9,7,3377998
6105,480681197,SMP427,189,537,475919901
57936,1982332213,,12,22,8053687
93578,5813034035,,44,8,35573529
71544,2286361846,,7,44,13707857
90783,5813005254,,38,41,27575034
87637,5812979964,,26,105,19197126
28467,1289233753,LC16,122,108,122789320
88933,5812991903,,32,34,17408627
802,268729788,,22,72,67311568
23280,1141268794,KCg-d,207,516,345733573
31735,1389746336,,5,8,2106668
9562,578064464,,12,17,16815526
9169,552127069,,0,0,248814164
47549,1783656902,,2,1,1384329
31981,1405996432,,96,357,249593909
19657,987307587,,2,9,2155306
50614,1844339919,,0,67,10986649
21568,1074493547,AVLP327,296,531,446521163
85441,2614617199,,0,42,4290474
26729,1249923117,,33,23,33359980
94669,5813047883,,0,0,232431493
53937,1906439919,,4,18,7692907
31302,1379860943,,25,20,22778126
83664,2532745568,,0,29,5449430
40166,1626093483,,11,23,13315065
73085,2316385727,,3,0,11193261
54502,1913938024,,0,0,87062815
21779,1080580151,KCg-m,246,779,355000277
56135,1947364377,,0,0,35662774
18853,950820667,,2,10,1661960
93136,5813025810,,1,95,48923332
66832,2188132585,,3,7,2775686
76239,2375525501,,57,135,88083393
70090,2257363972,,0,0,95375683
12407,698970725,WEDPN12,615,1341,1460482302
53563,1902334295,,7,2,7760576
3022,358281997,SMP302,57,312,576028268
65414,2154416962,,27,44,19074474
9543,577706575,,0,25,5705501
57618,1978744810,,0,0,56491514
47758,1786539227,WED012,225,416,536641961
61967,2069760618,,11,18,8477166
96765,5813096699,PAM15_a,188,1305,309670626
35099,1480783818,,92,49,63740694
20395,1018683334,,10,12,6804546
17904,916038247,,1,19,1189074
42910,1690205530,,4,27,8753656
27000,1253334315,,16,9,9802776
82154,2495463974,,12,6,5811830
96724,5813094592,LHPV5h1,108,120,236557485
71689,2289426161,,0,0,46680835
65949,2164134181,ORN_VC5,50,67,23206174
58877,2004310238,,27,50,31987547
55988,1943713249,AVLP380,289,467,551135201
94873,5813050747,FB6C_b,774,917,1427106975
30059,1345164753,aMe5,101,146,289508674
39527,1602561222,,0,0,119998233
25160,1200070420,FB2G_b,468,806,641890860
73360,2320810666,,0,0,134474446
70105,2257704930,,0,0,55328188
80843,2465400724,,21,30,18477940
4155,392130578,SMP084,427,2033,1298257088
35532,1499226570,,2,5,3931103
67284,2196891637,,6,13,3962933
60451,2037698602,,7,17,8556659
76079,2374355756,,4,4,3255090
48935,1811980721,,56,43,37917960
84876,2584264841,,2,0,2357260
85566,2619051341,,0,15,1713555
34745,1472960700,,39,28,45542596
34046,1451095313,,39,75,20441396
85086,2590351963,,3,6,3570163
72829,2313317821,,10,3,7107108
82622,2502435645,,6,1,6968004
29395,1318809224,,3,5,1887762
71299,2282602221,,49,48,29829052
78433,2428244116,,6,9,2757235
2299,328758222,,20,25,16092032
14827,792326206,LHAD1g1,3023,12810,8193633792
81364,2472074535,,3,27,17847134
12539,702204205,,2,0,2951448
14555,786778090,,1,18,5187826
36840,1532285104,,264,234,445723145
40046,1624742098,,86,88,52154370
91720,5813011055,,12,12,41871295
24891,1195011310,,3,2,5376448
56654,1962715993,,22,23,20558904
18063,919068147,,295,442,526458772
44888,1729422093,,3,29,16777496
81024,2466765089,,3,4,4981573
43812,1713059234,,21,10,12060158
90275,5813002446,,35,31,39579983
86122,2654881900,,8,7,9820326
75792,2372351984,,8,9,5409974
25148,1199850227,MC64,36,58,51825885
47933,1789778500,,3,13,4060312
36906,1532984766,,8,8,5105593
77843,2405727185,,25,18,33833828
